Pathway;Pathway_total;Hits_total;Hits_sig;Expected;P_Fisher;P_EASE;P_Gamma;Emp_Hits;Empirical;AdjP_Fisher;AdjP_EASE;AdjP_Gamma;Pathway_Number;cpd_hits;Condition;Sex;EnrichFactor
Urea cycle/amino group metabolism;52;15;3;3,14630;6,3973e-01;0,85007000;0,0432540;45;0,45;1,000000000;1,00000000;0,7847500;P66;"EC0001;EC00018;EC00091";Temp;Female;0,953500937609255
Glycosphingolipid biosynthesis - neolactoseries;11;4;1;0,92537;6,4304e-01;1,00000000;0,0438560;32;0,32;1,000000000;1,00000000;0,7847500;P67;EC00043;Temp;Female;1,080648821552460
Squalene and cholesterol biosynthesis;53;4;1;0,92537;6,4304e-01;1,00000000;0,0438560;26;0,26;1,000000000;1,00000000;0,7847500;P68;EC0001;Temp;Female;1,080648821552460
Androgen and estrogen biosynthesis and metabolism;71;19;2;2,22090;6,8539e-01;0,91431000;0,0525400;45;0,45;1,000000000;1,00000000;0,7847500;P69;"EC00015;EC000318";Temp;Female;0,900535818812193
Prostaglandin formation from arachidonate;48;20;5;6,66270;6,9104e-01;0,82522000;0,0538510;64;0,64;1,000000000;1,00000000;0,7847500;P70;"EC0001;EC0002;EC00015;EC00074;EC000190;EC000191";Temp;Female;0,750446515676828
Carbon fixation;10;4;1;1,11040;7,1011e-01;1,00000000;0,0585800;60;0,60;1,000000000;1,00000000;0,7847500;P71;EC00036;Temp;Female;0,900576368876081
Histidine metabolism;32;6;1;1,29550;7,6474e-01;1,00000000;0,0753490;67;0,67;1,000000000;1,00000000;0,8288390;P72;EC0002;Temp;Female;0,771902740254728
Lysine metabolism;43;6;1;1,29550;7,6474e-01;1,00000000;0,0753490;71;0,71;1,000000000;1,00000000;0,8288390;P73;EC0002;Temp;Female;0,771902740254728
Propanoate metabolism;25;4;1;1,29550;7,6474e-01;1,00000000;0,0753490;74;0,74;1,000000000;1,00000000;0,8288390;P74;EC0002;Temp;Female;0,771902740254728
Vitamin B9 (folate) metabolism;35;8;1;1,29550;7,6474e-01;1,00000000;0,0753490;47;0,47;1,000000000;1,00000000;0,8288390;P75;EC0001;Temp;Female;0,771902740254728
Xenobiotics metabolism;103;16;2;2,59100;7,6807e-01;0,94366000;0,0765590;52;0,52;1,000000000;1,00000000;0,8288390;P76;"EC00015;EC00079";Temp;Female;0,771902740254728
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis;4;3;1;1,48060;8,0921e-01;1,00000000;0,0938900;38;0,38;1,000000000;1,00000000;0,8288390;P77;EC00074;Temp;Female;0,675401864109145
TCA cycle;37;8;1;1,48060;8,0921e-01;1,00000000;0,0938900;56;0,56;1,000000000;1,00000000;0,8288390;P78;EC0001;Temp;Female;0,675401864109145
Arginine and Proline Metabolism;48;16;2;2,96120;8,3151e-01;0,96307000;0,1055700;78;0,78;1,000000000;1,00000000;0,8288390;P79;"EC0001;EC00018";Temp;Female;0,675401864109145
Biopterin metabolism;26;3;1;1,66570;8,4538e-01;1,00000000;0,1139000;57;0,57;1,000000000;1,00000000;0,8288390;P80;EC0001;Temp;Female;0,600348201957135
C21-steroid hormone biosynthesis and metabolism;77;22;1;2,96120;9,6522e-01;1,00000000;0,2720600;74;0,74;1,000000000;1,00000000;0,8288390;P81;EC000101;Temp;Female;0,337700932054572
Tyrosine metabolism;107;27;2;7,03280;9,9726e-01;0,99971000;0,5073200;98;0,98;1,000000000;1,00000000;0,8288390;P82;"EC0002;EC00015";Temp;Female;0,284381754066659
Aminosugars metabolism;69;23;13;2,99400;7,0521e-04;0,00344890;0,0044734;0;0,00;0,051480330;0,25176970;0,3265582;P1;"EC0001;EC0006;EC00036;EC00037;EC00043;EC00084;EC00090;EC00096;EC000206";PFOS;Female;4,342017368069472
Fructose and mannose metabolism;37;17;15;1,76120;2,7849e-03;0,01655100;0,0045039;0;0,00;0,200512800;1,00000000;0,3265582;P2;"EC0001;EC0008;EC00036;EC00037;EC00067;EC000162";PFOS;Female;8,516920281626163
Glycosphingolipid metabolism;56;19;11;2,46570;4,6679e-03;0,02029400;0,0045318;2;0,02;0,331420900;1,00000000;0,3265582;P3;"EC0001;EC0008;EC00043;EC00079;EC00084;EC00092;EC000129";PFOS;Female;4,461207770612808
Galactose metabolism;44;19;15;1,93730;5,2841e-03;0,02632900;0,0045410;0;0,00;0,369887000;1,00000000;0,3265582;P4;"EC0001;EC0008;EC00036;EC00037;EC00067;EC000145";PFOS;Female;7,742734733908017
Sialic acid metabolism;89;26;16;1,93730;5,2841e-03;0,02632900;0,0045410;1;0,01;0,369887000;1,00000000;0,3265582;P5;"EC0001;EC0008;EC00043;EC00084;EC00036;EC00037";PFOS;Female;8,258917049501884
Hexose phosphorylation;22;13;10;1,40900;5,2979e-03;0,03305200;0,0045412;0;0,00;0,369887000;1,00000000;0,3265582;P6;"EC0008;EC00036;EC00037;EC00090;EC000145";PFOS;Female;7,097232079488999
Glycolysis and Gluconeogenesis;56;14;12;2,11340;9,1163e-03;0,03918100;0,0045984;1;0,01;0,610792100;1,00000000;0,3265582;P7;"EC0001;EC0008;EC00036;EC00037;EC00039;EC00067";PFOS;Female;5,678054320052995
Starch and Sucrose Metabolism;26;9;5;1,40900;3,5070e-02;0,14487000;0,0050079;4;0,04;1,000000000;1,00000000;0,3305214;P8;"EC0001;EC0008;EC00036;EC00037";PFOS;Female;3,548616039744500
N-Glycan Degradation;7;5;4;0,88060;3,9985e-02;0,20790000;0,0050897;11;0,11;1,000000000;1,00000000;0,3308305;P9;"EC0008;EC00084;EC000162";PFOS;Female;4,542357483533954
Pentose and Glucuronate Interconversions;20;8;4;1,58510;5,4882e-02;0,19138000;0,0053464;2;0,02;1,000000000;1,00000000;0,3421696;P10;"EC0001;EC0008;EC000147;EC000148";PFOS;Female;2,523500094631254
Glyoxylate and Dicarboxylate Metabolism;21;4;3;1,05670;7,0007e-02;0,27838000;0,0056210;12;0,12;1,000000000;1,00000000;0,3541230;P11;"EC0001;EC00082;EC0008";PFOS;Female;2,839027160026498
Keratan sulfate degradation;14;5;3;1,05670;7,0007e-02;0,27838000;0,0056210;14;0,14;1,000000000;1,00000000;0,3541230;P12;"EC0008;EC00084;EC000162";PFOS;Female;2,839027160026498
Purine metabolism;80;18;8;3,87460;7,0668e-02;0,16073000;0,0056333;1;0,01;1,000000000;1,00000000;0,3541230;P13;"EC0001;EC0006;EC00042;EC00049;EC00098;EC000100;EC000180";PFOS;Female;2,064729262375471
Methionine and cysteine metabolism;73;15;7;3,17010;7,5911e-02;0,18341000;0,0057322;14;0,14;1,000000000;1,00000000;0,3541230;P14;"EC0001;EC0006;EC000130;EC000169;EC000202;EC000257";PFOS;Female;2,208132235576165
Phosphatidylinositol phosphate metabolism;48;16;8;4,05070;8,7644e-02;0,18886000;0,0059602;4;0,04;1,000000000;1,00000000;0,3541230;P15;"EC0001;EC0008;EC00079;EC00092;EC00036;EC00037;EC000218";PFOS;Female;1,974967289604266
Putative anti-Inflammatory metabolites formation from EPA;19;4;3;1,23280;1,0737e-01;0,34855000;0,0063656;12;0,12;1,000000000;1,00000000;0,3692048;P16;"EC0006;EC000290;EC000331";PFOS;Female;2,433484750162232
Bile acid biosynthesis;64;8;3;2,11340;1,4237e-01;0,34509000;0,0071585;4;0,04;1,000000000;1,00000000;0,4080345;P17;"EC000240;EC000241;EC000317;EC000334";PFOS;Female;1,419513580013249
Glutamate metabolism;24;7;3;1,40900;1,5076e-01;0,41644000;0,0073636;14;0,14;1,000000000;1,00000000;0,4123616;P18;"EC0001;EC0006;EC00091";PFOS;Female;2,129169623846700
TCA cycle;37;8;3;1,40900;1,5076e-01;0,41644000;0,0073636;15;0,15;1,000000000;1,00000000;0,4123616;P19;"EC0001;EC00042;EC00054";PFOS;Female;2,129169623846700
Valine- leucine and isoleucine degradation;66;15;6;2,99400;1,6074e-01;0,33658000;0,0076160;24;0,24;1,000000000;1,00000000;0,4123616;P20;"EC0001;EC0006;EC00065;EC000163;EC00091";PFOS;Female;2,004008016032064
Electron transport chain;9;1;1;0,17612;1,7612e-01;1,00000000;0,0080232;2;0,02;1,000000000;1,00000000;0,4252296;P21;EC0001;PFOS;Female;5,677946854417443
Nitrogen metabolism;4;1;1;0,17612;1,7612e-01;1,00000000;0,0080232;14;0,14;1,000000000;1,00000000;0,4252296;P22;EC0006;PFOS;Female;5,677946854417443
Biopterin metabolism;26;3;3;1,58510;1,9869e-01;0,48075000;0,0086636;13;0,13;1,000000000;1,00000000;0,4418436;P23;"EC0001;EC00031;EC00032";PFOS;Female;1,892625070973440
Squalene and cholesterol biosynthesis;53;4;2;0,88060;2,1379e-01;0,61591000;0,0091224;3;0,03;1,000000000;1,00000000;0,4561200;P24;"EC0001;EC000320";PFOS;Female;2,271178741766977
Glycerophospholipid metabolism;146;30;13;7,74930;2,2405e-01;0,34231000;0,0094489;21;0,21;1,000000000;1,00000000;0,4629961;P25;"EC0001;EC00039;EC0008;EC00067;EC00082;EC00092;EC000129;EC00036;EC00037;EC000280";PFOS;Female;1,677570877369569
Pyruvate Metabolism;24;8;3;1,76120;2,4974e-01;0,54066000;0,0103230;18;0,18;1,000000000;1,00000000;0,4955040;P26;"EC0001;EC00054;EC000127";PFOS;Female;1,703384056325233
Butanoate metabolism;31;6;3;1,05670;2,8569e-01;0,68342000;0,0116960;33;0,33;1,000000000;1,00000000;0,5497120;P27;"EC00091;EC000163";PFOS;Female;2,839027160026498
Carbon fixation;10;4;1;1,05670;2,8569e-01;0,68342000;0,0116960;16;0,16;1,000000000;1,00000000;0,5497120;P28;"EC00036;EC00037";PFOS;Female;0,946342386675499
Glutathione Metabolism;16;6;2;1,05670;2,8569e-01;0,68342000;0,0116960;20;0,20;1,000000000;1,00000000;0,5497120;P29;"EC0001;EC0006";PFOS;Female;1,892684773350998
Glycosphingolipid biosynthesis - globoseries;17;7;2;1,05670;2,8569e-01;0,68342000;0,0116960;33;0,33;1,000000000;1,00000000;0,5497120;P30;"EC00043;EC0008";PFOS;Female;1,892684773350998
C5-Branched dibasic acid metabolism;12;3;1;0,35224;3,2166e-01;1,00000000;0,0132700;10;0,10;1,000000000;1,00000000;0,5706100;P31;EC0001;PFOS;Female;2,838973427208721
Heparan sulfate degradation;9;4;2;0,35224;3,2166e-01;1,00000000;0,0132700;48;0,48;1,000000000;1,00000000;0,5706100;P32;EC0008;PFOS;Female;5,677946854417443
Saturated fatty acids beta-oxidation;27;2;1;0,35224;3,2166e-01;1,00000000;0,0132700;14;0,14;1,000000000;1,00000000;0,5706100;P33;EC00079;PFOS;Female;2,838973427208721
Vitamin B2 (riboflavin) metabolism;9;2;1;0,35224;3,2166e-01;1,00000000;0,0132700;16;0,16;1,000000000;1,00000000;0,5706100;P34;EC0001;PFOS;Female;2,838973427208721
Glycine- serine- alanine and threonine metabolism;74;20;6;4,75520;3,3274e-01;0,51695000;0,0138010;42;0,42;1,000000000;1,00000000;0,5706100;P35;"EC0001;EC0006;EC00068;EC000127;EC00065;EC00091";PFOS;Female;1,261776581426649
Pyrimidine metabolism;69;13;4;2,99400;3,4937e-01;0,58962000;0,0146410;24;0,24;1,000000000;1,00000000;0,5706100;P36;"EC0001;EC0006;EC000117;EC00091";PFOS;Female;1,336005344021376
Urea cycle/amino group metabolism;52;15;4;2,99400;3,4937e-01;0,58962000;0,0146410;19;0,19;1,000000000;1,00000000;0,5706100;P37;"EC0001;EC0006;EC00042;EC00091";PFOS;Female;1,336005344021376
Beta-Alanine metabolism;14;5;2;1,23280;3,5701e-01;0,73923000;0,0150450;34;0,34;1,000000000;1,00000000;0,5706100;P38;"EC0006;EC00067";PFOS;Female;1,622323166774822
Glycosphingolipid biosynthesis - ganglioseries;38;10;5;1,23280;3,5701e-01;0,73923000;0,0150450;42;0,42;1,000000000;1,00000000;0,5706100;P39;"EC0008;EC00043";PFOS;Female;4,055807916937054
Propanoate metabolism;25;4;2;1,23280;3,5701e-01;0,73923000;0,0150450;38;0,38;1,000000000;1,00000000;0,5706100;P40;"EC00067;EC000163";PFOS;Female;1,622323166774822
Selenoamino acid metabolism;34;6;2;1,23280;3,5701e-01;0,73923000;0,0150450;23;0,23;1,000000000;1,00000000;0,5706100;P41;"EC0001;EC000202";PFOS;Female;1,622323166774822
Vitamin B9 (folate) metabolism;35;8;2;1,23280;3,5701e-01;0,73923000;0,0150450;12;0,12;1,000000000;1,00000000;0,5706100;P42;"EC0001;EC0006";PFOS;Female;1,622323166774822
Pentose phosphate pathway;31;10;4;1,40900;4,2576e-01;0,78534000;0,0192920;41;0,41;1,000000000;1,00000000;0,5980520;P43;"EC00036;EC00037";PFOS;Female;2,838892831795599
Chondroitin sulfate degradation;8;5;2;0,52836;4,4184e-01;1,00000000;0,0204660;59;0,59;1,000000000;1,00000000;0,6139800;P44;EC0008;PFOS;Female;3,785297902944961
Keratan sulfate biosynthesis;6;2;1;0,52836;4,4184e-01;1,00000000;0,0204660;19;0,19;1,000000000;1,00000000;0,6139800;P45;EC00043;PFOS;Female;1,892648951472481
Vitamin B6 (pyridoxine) metabolism;15;3;1;0,52836;4,4184e-01;1,00000000;0,0204660;7;0,07;1,000000000;1,00000000;0,6139800;P46;EC0001;PFOS;Female;1,892648951472481
Aspartate and asparagine metabolism;84;19;6;3,69850;5,2362e-01;0,73926000;0,0278320;50;0,50;1,000000000;1,00000000;0,7514640;P47;"EC0001;EC0006;EC00091;EC000217";PFOS;Female;1,622279302419900
Blood Group Biosynthesis;11;4;1;0,70448;5,4103e-01;1,00000000;0,0297640;23;0,23;1,000000000;1,00000000;0,7738640;P48;EC00043;PFOS;Female;1,419486713604361
Glycosphingolipid biosynthesis - lactoseries;5;3;1;0,70448;5,4103e-01;1,00000000;0,0297640;23;0,23;1,000000000;1,00000000;0,7738640;P49;EC00043;PFOS;Female;1,419486713604361
O-Glycan biosynthesis;10;5;2;0,70448;5,4103e-01;1,00000000;0,0297640;23;0,23;1,000000000;1,00000000;0,7738640;P50;EC00043;PFOS;Female;2,838973427208721
Vitamin B3 (nicotinate and nicotinamide) metabolism;27;3;1;0,70448;5,4103e-01;1,00000000;0,0297640;27;0,27;1,000000000;1,00000000;0,7738640;P51;EC0001;PFOS;Female;1,419486713604361
Alanine and Aspartate Metabolism;20;8;2;1,76120;5,5087e-01;0,85483000;0,0309220;58;0,58;1,000000000;1,00000000;0,7738640;P52;"EC0006;EC00042";PFOS;Female;1,135589370883489
N-Glycan biosynthesis;29;7;2;1,76120;5,5087e-01;0,85483000;0,0309220;36;0,36;1,000000000;1,00000000;0,7738640;P53;"EC0008;EC00043";PFOS;Female;1,135589370883489
Arginine and Proline Metabolism;48;16;4;2,81790;5,5782e-01;0,79933000;0,0317730;58;0,58;1,000000000;1,00000000;0,7738640;P54;"EC0001;EC0006;EC00042";PFOS;Female;1,419496788388516
Tryptophan metabolism;78;10;2;1,93730;6,0605e-01;0,88074000;0,0384800;54;0,54;1,000000000;1,00000000;0,7738640;P55;"EC0008;EC000183";PFOS;Female;1,032364631187735
Glycosphingolipid biosynthesis - neolactoseries;11;4;1;0,88060;6,2284e-01;1,00000000;0,0411950;28;0,28;1,000000000;1,00000000;0,7738640;P56;EC00043;PFOS;Female;1,135589370883489
Ascorbate (Vitamin C) and Aldarate Metabolism;25;11;2;2,11340;6,5607e-01;0,90209000;0,0472680;63;0,63;1,000000000;1,00000000;0,8035560;P57;"EC000187;EC000303";PFOS;Female;0,946342386675499
Vitamin B1 (thiamin) metabolism;22;4;1;1,05670;6,9027e-01;1,00000000;0,0546850;59;0,59;1,000000000;1,00000000;0,8749600;P58;EC0001;PFOS;Female;0,946342386675499
Fatty Acid Metabolism;35;9;2;2,28960;7,0101e-01;0,91967000;0,0573010;40;0,40;1,000000000;1,00000000;0,8749600;P59;"EC00079;EC000178";PFOS;Female;0,873515024458421
Histidine metabolism;32;6;1;1,23280;7,4582e-01;1,00000000;0,0700700;57;0,57;1,000000000;1,00000000;0,9809800;P60;EC0006;PFOS;Female;0,811161583387411
Lysine metabolism;43;6;1;1,23280;7,4582e-01;1,00000000;0,0700700;68;0,68;1,000000000;1,00000000;0,9809800;P61;EC000158;PFOS;Female;0,811161583387411
CoA Catabolism;11;4;1;1,40900;7,9154e-01;1,00000000;0,0871310;58;0,58;1,000000000;1,00000000;1,0000000;P62;EC0001;PFOS;Female;0,709723207948900
De novo fatty acid biosynthesis;73;14;5;5,28360;8,1242e-01;0,92196000;0,0967810;88;0,88;1,000000000;1,00000000;1,0000000;P63;"EC00079;EC000178;EC000280;EC000283";PFOS;Female;0,946324475736240
Omega-3 fatty acid metabolism;38;4;1;1,58510;8,2915e-01;1,00000000;0,1056100;83;0,83;1,000000000;1,00000000;1,0000000;P64;EC000280;PFOS;Female;0,630875023657813
Vitamin B5 - CoA biosynthesis from pantothenate;18;5;1;1,58510;8,2915e-01;1,00000000;0,1056100;59;0,59;1,000000000;1,00000000;1,0000000;P65;EC0001;PFOS;Female;0,630875023657813
Fatty acid activation;78;23;7;6,69250;8,3947e-01;0,92694000;0,1116400;90;0,90;1,000000000;1,00000000;1,0000000;P66;"EC00079;EC000178;EC000280;EC000283;EC000322";PFOS;Female;1,045946955547254
Tyrosine metabolism;107;27;4;6,69250;9,3330e-01;0,97728000;0,2035600;86;0,86;1,000000000;1,00000000;1,0000000;P67;"EC00031;EC00032;EC00042;EC000249";PFOS;Female;0,597683974598431
Xenobiotics metabolism;103;16;1;2,46570;9,3747e-01;1,00000000;0,2105600;71;0,71;1,000000000;1,00000000;1,0000000;P68;EC00079;PFOS;Female;0,405564342782983
Linoleate metabolism;30;15;3;4,22690;9,4759e-01;0,99130000;0,2297000;99;0,99;1,000000000;1,00000000;1,0000000;P69;"EC000226;EC000312";PFOS;Female;0,709739998580520
C21-steroid hormone biosynthesis and metabolism;77;22;1;2,81790;9,5837e-01;1,00000000;0,2545400;80;0,80;1,000000000;1,00000000;1,0000000;P70;EC000243;PFOS;Female;0,354874197097129
Arachidonic acid metabolism;73;38;2;5,63580;9,8742e-01;0,99837000;0,3768900;100;1,00;1,000000000;1,00000000;1,0000000;P71;"EC0006;EC000280";PFOS;Female;0,354874197097129
Prostaglandin formation from arachidonate;48;20;2;6,34030;9,9407e-01;0,99930000;0,4454300;97;0,97;1,000000000;1,00000000;1,0000000;P72;"EC0001;EC000127";PFOS;Female;0,315442486948567
Leukotriene metabolism;89;11;1;4,75520;9,9578e-01;1,00000000;0,4742800;98;0,98;1,000000000;1,00000000;1,0000000;P73;EC0006;PFOS;Female;0,210296096904441
N-Glycan Degradation;7;5;5;0,89286;4,0434e-03;0,03966300;0,0044197;2;0,02;0,327515400;1,00000000;0,3579957;P1;"EC0008;EC00045;EC00084;EC000162";AcidTemp;Female;5,599982080057344
Galactose metabolism;44;19;16;1,96430;5,6947e-03;0,02793600;0,0044437;0;0,00;0,455576000;1,00000000;0,3579957;P2;"EC0008;EC00037;EC00045;EC00067;EC000145;EC000212";AcidTemp;Female;8,145395306215955
Keratan sulfate degradation;14;5;4;1,07140;1,0500e-02;0,06947100;0,0045144;2;0,02;0,829500000;1,00000000;0,3579957;P3;"EC0008;EC00045;EC00084;EC000162";AcidTemp;Female;3,733432891543775
Aminosugars metabolism;69;23;14;3,03570;1,8281e-02;0,05781600;0,0046313;3;0,03;1,000000000;1,00000000;0,3612414;P4;"EC0006;EC00037;EC00043;EC00045;EC00084;EC00096;EC00097";AcidTemp;Female;4,611786408406628
Fructose and mannose metabolism;37;17;15;1,78570;1,8929e-02;0,07885000;0,0046412;2;0,02;1,000000000;1,00000000;0,3612414;P5;"EC0008;EC00037;EC00088;EC00067;EC000162";AcidTemp;Female;8,400067200537604
N-Glycan biosynthesis;29;7;5;1,78570;1,8929e-02;0,07885000;0,0046412;0;0,00;1,000000000;1,00000000;0,3612414;P6;"EC0008;EC00043;EC00088;EC000131;EC000212";AcidTemp;Female;2,800022400179201
Alkaloid biosynthesis II;16;4;4;0,71429;1,9041e-02;0,14352000;0,0046429;0;0,00;1,000000000;1,00000000;0,3612414;P7;"EC0003;EC000296;EC000301";AcidTemp;Female;5,599966400201599
Glycosphingolipid biosynthesis - ganglioseries;38;10;8;1,25000;2,1222e-02;0,10660000;0,0046764;2;0,02;1,000000000;1,00000000;0,3612414;P8;"EC0008;EC00043;EC00088;EC00045";AcidTemp;Female;6,400000000000000
Putative anti-Inflammatory metabolites formation from EPA;19;4;3;1,25000;2,1222e-02;0,10660000;0,0046764;0;0,00;1,000000000;1,00000000;0,3612414;P9;"EC0006;EC000290;EC000331;EC000332";AcidTemp;Female;2,400000000000000
Glycosphingolipid metabolism;56;19;11;2,50000;2,3605e-02;0,07876100;0,0047132;1;0,01;1,000000000;1,00000000;0,3612414;P10;"EC0008;EC00043;EC00079;EC00084;EC000129;EC00045";AcidTemp;Female;4,400000000000000
Sialic acid metabolism;89;26;22;1,96430;2,9957e-02;0,10794000;0,0048129;5;0,05;1,000000000;1,00000000;0,3612414;P11;"EC0008;EC00043;EC00045;EC00084;EC00037";AcidTemp;Female;11,199918546046938
Glycosphingolipid biosynthesis - globoseries;17;7;4;1,07140;7,2574e-02;0,28440000;0,0055420;6;0,06;1,000000000;1,00000000;0,3879400;P12;"EC00043;EC0008;EC00045";AcidTemp;Female;3,733432891543775
Chondroitin sulfate degradation;8;5;3;0,53571;8,3427e-02;0,44077000;0,0057458;19;0,19;1,000000000;1,00000000;0,3964602;P13;"EC0008;EC00045";AcidTemp;Female;5,600044800358402
Vitamin H (biotin) metabolism;7;2;2;0,53571;8,3427e-02;0,44077000;0,0057458;1;0,01;1,000000000;1,00000000;0,3964602;P14;"EC0003;EC000247";AcidTemp;Female;3,733363200238935
Glycolysis and Gluconeogenesis;56;14;11;2,14290;1,4810e-01;0,35404000;0,0071370;33;0,33;1,000000000;1,00000000;0,4781790;P15;"EC0003;EC0008;EC00037;EC00067";AcidTemp;Female;5,133230668719959
Hexose phosphorylation;22;13;9;1,42860;1,5567e-01;0,42413000;0,0073219;23;0,23;1,000000000;1,00000000;0,4832454;P16;"EC0008;EC00037;EC000145";AcidTemp;Female;6,299874002519950
TCA cycle;37;8;3;1,42860;1,5567e-01;0,42413000;0,0073219;14;0,14;1,000000000;1,00000000;0,4832454;P17;"EC00042;EC00054;EC000108";AcidTemp;Female;2,099958000839983
